genre,artist,year,rank,song
folk,Billy Joel,1983,43,Allentown
folk,Billy Joel,1983,45,Tell Her About It
folk,Billy Joel,1984,72,An Innocent Man
folk,Billy Joel,1990,82,I Go To Extremes
folk,Simon and Garfunkel,1970,1,Bridge Over Troubled Water
folk,Simon and Garfunkel,1968,9,Mrs. Robinson
folk,Simon and Garfunkel,1970,49,Cecelia
folk,Simon and Garfunkel,1966,51,I Am A Rock
folk,Simon and Garfunkel,1966,54,The Sounds Of Silence
folk,Simon and Garfunkel,1966,56,Homeward Bound
folk,Simon and Garfunkel,1968,89,Scarborough Fair / Canticle
folk,Carpenters,1971,30,Superstar
folk,Carpenters,1975,32,Please Mr. Postman
folk,Carpenters,1971,35,For All We Know
folk,Carpenters,1974,39,Top Of The World
folk,Carpenters,1970,65,We've Only Just Begun
folk,Carpenters,1972,65,Hurting Each Other
folk,Carpenters,1975,94,Only Yesterday
folk,Herman's Hermits,1965,8,Can't You Hear My Heartbeat
folk,Herman's Hermits,1965,19,Mrs. Brown You've Got A Lovely Daughter
folk,Herman's Hermits,1965,22,Silhouettes
folk,Herman's Hermits,1965,46,"I'm Henry VIII, I Am"
folk,Herman's Hermits,1967,50,There's A Kind Of Hush
folk,Herman's Hermits,1965,67,Wonderful World
folk,Herman's Hermits,1966,91,Dandy
folk,Jewel,1997,2,Foolish Games / You Were Meant For Me
folk,Jewel,1996,25,Who Will Save Your Soul
folk,Jewel,1999,54,Hands
folk,Jewel,2003,73,Intuition
folk,Jewel,1998,87,Foolish Games / You Were Meant For Me
folk,Jewel,2002,87,Standing Still
folk,Creedence Clearwater Revival,1969,19,Proud Mary
folk,Creedence Clearwater Revival,1969,24,Bad Moon Rising
folk,Creedence Clearwater Revival,1970,36,Lookin' Out My Back Door / Long As I Can See The Light
folk,Creedence Clearwater Revival,1970,73,Up Around The Bend / Run Through The Jungle
folk,Creedence Clearwater Revival,1970,89,Travelin' Band / Who'll Stop The Rain
folk,Creedence Clearwater Revival,1968,97,Suzie Q.
folk,Everly Brothers,1960,3,Cathy's Clown
folk,Everly Brothers,1960,30,Let It Be Me
folk,Everly Brothers,1962,47,Crying In The Rain
folk,Everly Brothers,1961,57,Walk Right Back
folk,Everly Brothers,1960,70,So Sad
folk,Everly Brothers,1960,91,When Will I Be Loved
folk,John Denver,1971,8,"Take Me Home, Country Roads"
folk,John Denver,1975,10,Thank God I'm A Country Boy
folk,John Denver,1974,18,Sunshine On My Shoulders
folk,John Denver,1974,25,Annie's Song
folk,John Denver,1973,29,Rocky Mountain High
folk,John Denver,1975,77,I'm Sorry / Calypso
r&b,Mariah Carey,2005,1,We Belong Together
r&b,Mariah Carey,1994,5,Hero
r&b,Mariah Carey,1996,5,Always Be My Baby
r&b,Mariah Carey,1990,6,Vision Of Love
r&b,Mariah Carey,1995,7,Fantasy
r&b,Mariah Carey,1993,8,Dreamlover
r&b,Mariah Carey,1991,13,Someday
r&b,Mariah Carey,2005,15,Shake it Off
r&b,Mariah Carey,1992,16,I'll Be There
r&b,Mariah Carey,1998,17,My All
r&b,Mariah Carey,1991,22,Emotions
r&b,Mariah Carey,2008,22,Touch My Body
r&b,Mariah Carey,1992,23,Can't Let Go
r&b,Mariah Carey,1991,26,I Don't Wanna Cry
r&b,Mariah Carey,1997,32,Honey
r&b,Mariah Carey,1999,36,I Still Believe
r&b,Mariah Carey,2009,41,Obsessed
r&b,Mariah Carey,1992,42,Make It Happen
r&b,Mariah Carey,1994,47,Anytime You Need A Friend
r&b,Mariah Carey,1996,49,Fantasy
r&b,Mariah Carey,1991,69,Love Takes Time
r&b,Mariah Carey,2005,69,It's Like That
r&b,Mariah Carey,1990,76,Love Takes Time
r&b,Rihanna,2007,2,Umbrella
r&b,Rihanna,2008,12,Take A Bow
r&b,Rihanna,2011,12,S&M;
r&b,Rihanna,2013,13,Stay
r&b,Rihanna,2010,15,Rude Boy
r&b,Rihanna,2008,16,Disturbia
r&b,Rihanna,2008,17,Don't Stop the Music
r&b,Rihanna,2006,19,SOS
r&b,Rihanna,2011,20,What's My Name?
r&b,Rihanna,2013,27,Diamonds
r&b,Rihanna,2011,40,Only Girl (In The World)
r&b,Rihanna,2010,47,Only Girl (In The World)
r&b,Rihanna,2010,49,Hard
r&b,Rihanna,2008,62,Hate That I Love You
r&b,Rihanna,2013,70,Pour It Up
r&b,Rihanna,2009,77,Disturbia
r&b,Rihanna,2011,77,Cheers (Drink To That)
r&b,Rihanna,2012,79,Birthday Cake
r&b,Rihanna,2012,94,Diamonds
r&b,Usher,2004,1,Yeah!
r&b,Usher,2004,2,Burn
r&b,Usher,2008,8,Love In This Club
r&b,Usher,1998,9,Nice and Slow
r&b,Usher,2002,9,U Got it Bad
r&b,Usher,2004,12,Confessions Part II
r&b,Usher,1997,14,You Make Me Wanna...
r&b,Usher,1998,15,You Make Me Wanna...
r&b,Usher,2001,15,U Remind Me
r&b,Usher,1998,16,My Way
r&b,Usher,2002,16,U Don't have to Call
r&b,Usher,2005,34,Caught Up
r&b,Usher,2011,61,More
r&b,Usher,2012,72,Climax
r&b,Usher,2010,82,Hey Daddy (Daddy's Home)
r&b,Usher,2010,83,There Goes My Baby
r&b,Beyonce,2007,1,Irreplaceable
r&b,Beyonce,2003,4,Crazy In Love
r&b,Beyonce,2009,8,Single Ladies (Put A Ring On It)
r&b,Beyonce,2006,10,Check on It
r&b,Beyonce,2003,12,Baby Boy
r&b,Beyonce,2004,18,Naughty Girl
r&b,Beyonce,2009,24,Halo
r&b,Beyonce,2004,26,"Me, Myself, and I"
r&b,Beyonce,2009,48,If I Were A Boy
r&b,Beyonce,2009,66,Sweet Dreams
r&b,Beyonce,2004,69,Baby Boy
r&b,Beyonce,2006,75,Deja Vu
r&b,Beyonce,2009,82,Diva
r&b,Beyonce,2010,86,Sweet Dreams
r&b,Beyonce,2011,86,Best Thing I Never Had
r&b,Stevie Wonder,1967,14,I Was Made To Love Her
r&b,Stevie Wonder,1977,18,Sir Duke
r&b,Stevie Wonder,1973,19,You Are The Sunshine Of My Life
r&b,Stevie Wonder,1975,25,Boogie On Reggae Woman
r&b,Stevie Wonder,1973,26,Superstition
r&b,Stevie Wonder,1970,31,"Signed Sealed, Delivered (I'm Yours)"
r&b,Stevie Wonder,1969,32,My Cherie Amour
r&b,Stevie Wonder,1980,43,Send One Your Love
r&b,Stevie Wonder,1974,45,Living For The City
r&b,Stevie Wonder,1971,48,If You Really Love Me
r&b,Stevie Wonder,1977,51,I Wish
r&b,Stevie Wonder,1981,73,I Ain't Gonna Stand For It
r&b,Stevie Wonder,1968,75,Shoo-Bee-Doo-Be-Doo-Da-Day
r&b,Stevie Wonder,1986,100,Go Home
r&b,R. Kelly,2003,2,Ignition
r&b,R. Kelly,1997,6,I Believe I Can Fly
r&b,R. Kelly,1994,11,Bump N' Grind
r&b,R. Kelly,1996,27,I Can't Sleep Baby (If I)
r&b,R. Kelly,1996,35,Down Low (Nobody Has To Know)
r&b,R. Kelly,2001,45,Fiesta
r&b,R. Kelly,2003,61,Thoia Thoing
r&b,R. Kelly,1994,64,Your Body's Callin'
r&b,R. Kelly,1997,70,Gotham City
r&b,R. Kelly,2004,78,Step In The Name Of Love
r&b,R. Kelly,1996,83,You Remind Me Of Something
r&b,R. Kelly,1999,83,When A Woman's Fed Up
r&b,R. Kelly,2001,87,I Wish
r&b,R. Kelly,2003,94,Step In The Name Of Love
r&b,Boyz II Men,1992,1,End Of The Road
r&b,Boyz II Men,1994,3,I'll Make Love To You
r&b,Boyz II Men,1995,5,On Bended Knee
r&b,Boyz II Men,1991,11,Motownphilly
r&b,Boyz II Men,1993,12,In The Still Of The Nite
r&b,Boyz II Men,1995,12,Water Runs Dry
r&b,Boyz II Men,1997,30,4 Seasons Of Loneliness
r&b,Boyz II Men,1998,30,A Song For Mama
r&b,Boyz II Men,1992,37,It's So Hard To Say Goodbye To Yesterday
r&b,Boyz II Men,1995,50,I'll Make Love To You
r&b,Boyz II Men,1992,84,Uhh Ahh
r&b,Boyz II Men,1995,94,Thank You
r&b,Boyz II Men,1998,96,4 Seasons Of Loneliness
r&b,Whitney Houston,1993,1,I Will Always Love You
r&b,Whitney Houston,1987,4,I Wanna Dance With Somebody (Who Loves Me)
r&b,Whitney Houston,1999,4,Heartbreak Hotel
r&b,Whitney Houston,1996,14,Exhale (Shoop Shoop)
r&b,Whitney Houston,1991,16,All The Man That I Need
r&b,Whitney Houston,1985,23,Saving All My Love For You
r&b,Whitney Houston,1993,30,I Have Nothing
r&b,Whitney Houston,1988,33,Where Do Broken Hearts Go
r&b,Whitney Houston,1993,39,I'm Every Woman
r&b,Whitney Houston,1999,44,It's Not Right But It's Okay
r&b,Whitney Houston,1985,47,You Give Good Love
r&b,Whitney Houston,2000,47,My Love Is Your Love
r&b,Whitney Houston,1999,73,My Love Is Your Love
r&b,Janet Jackson,1993,4,That's The Way Love Goes
r&b,Janet Jackson,1989,5,Miss You Much
r&b,Janet Jackson,1994,12,Again
r&b,Janet Jackson,1990,15,Escapade
r&b,Janet Jackson,1991,19,Love Will Never Do (Without You)
r&b,Janet Jackson,1993,19,If
r&b,Janet Jackson,1994,30,"Any Time, Any Place / And On And On"
r&b,Janet Jackson,1990,44,Alright
r&b,Janet Jackson,1994,48,Because Of Love
r&b,Janet Jackson,1990,49,Come Back To Me
r&b,Janet Jackson,1990,59,Black Cat
r&b,Janet Jackson,1995,64,You Want This-70's Love Groove
r&b,Janet Jackson,1993,74,Again
r&b,Aretha Franklin,1974,11,Until You Come Back To Me (That's What I'm Gonna Do)
r&b,Aretha Franklin,1967,13,Respect
r&b,Aretha Franklin,1985,43,Freeway Of Love
r&b,Aretha Franklin,1968,46,(Sweet Sweet Baby) Since You've Been Gone
r&b,Aretha Franklin,1971,49,Spanish Harlem
r&b,Aretha Franklin,1971,52,Bridge Over Troubled Water
r&b,Aretha Franklin,1967,59,Baby I Love You
r&b,Aretha Franklin,1972,61,Day Dreaming
r&b,Aretha Franklin,1967,75,I Never Loved A Man (The Way I Love You)
r&b,Aretha Franklin,1968,93,I Say A Little Prayer
r&b,Aretha Franklin,1968,94,Think
r&b,Aretha Franklin,1985,94,Who's Zoomin' Who
r&b,Aretha Franklin,1970,100,Call Me
hip-hop,Usher,2004,1,Yeah!
hip-hop,Usher,2004,2,Burn
hip-hop,Usher,2010,5,OMG
hip-hop,Usher,2008,8,Love In This Club
hip-hop,Usher,1998,9,Nice and Slow
hip-hop,Usher,2002,9,U Got it Bad
hip-hop,Usher,2004,12,Confessions Part II
hip-hop,Usher,1997,14,You Make Me Wanna...
hip-hop,Usher,1998,15,You Make Me Wanna...
hip-hop,Usher,2001,15,U Remind Me
hip-hop,Usher,1998,16,My Way
hip-hop,Usher,2002,16,U Don't have to Call
hip-hop,Usher,2010,22,DJ Got Us Fallin' in Love
hip-hop,Usher,2005,34,Caught Up
hip-hop,Usher,2012,44,Scream
hip-hop,Usher,2011,65,DJ Got Us Fallin' In Love
hip-hop,Usher,2010,82,Hey Daddy (Daddy's Home)
hip-hop,Usher,2010,83,There Goes My Baby
hip-hop,Rihanna,2007,2,Umbrella
hip-hop,Rihanna,2012,8,We Found Love
hip-hop,Rihanna,2011,12,S&M;
hip-hop,Rihanna,2013,13,Stay
hip-hop,Rihanna,2010,15,Rude Boy
hip-hop,Rihanna,2005,18,Pon de Replay
hip-hop,Rihanna,2006,19,SOS
hip-hop,Rihanna,2011,20,What's My Name?
hip-hop,Rihanna,2012,21,Where Have You Been
hip-hop,Rihanna,2006,28,Unfaithful
hip-hop,Rihanna,2010,49,Hard
hip-hop,Rihanna,2008,62,Hate That I Love You
hip-hop,Rihanna,2011,69,We Found Love
hip-hop,Rihanna,2013,70,Pour It Up
hip-hop,Rihanna,2011,77,Cheers (Drink To That)
hip-hop,Rihanna,2012,79,Birthday Cake
hip-hop,Rihanna,2007,90,Shut Up And Drive
hip-hop,Eminem,2010,7,Love The Way You Lie
hip-hop,Eminem,2002,21,Without Me
hip-hop,Eminem,2010,24,Not Afraid
hip-hop,Eminem,2003,28,Lose Yourself
hip-hop,Eminem,2002,47,Cleanin' out my Closet
hip-hop,Eminem,2000,51,The Real Slim Shady
hip-hop,Eminem,2005,59,Mockingbird
hip-hop,Eminem,2006,62,Shake That
hip-hop,Eminem,2002,63,Lose Yourself
hip-hop,Eminem,2013,67,Berzerk
hip-hop,Eminem,2003,89,Sing For The Moment
hip-hop,Eminem,2006,90,When I'm Gone
hip-hop,Eminem,2003,98,Superman
hip-hop,Eminem,2004,98,Just Lose It
hip-hop,Ludacris,2006,35,Money Maker
hip-hop,Ludacris,2007,35,Runaway Love
hip-hop,Ludacris,2010,36,How Low
hip-hop,Ludacris,2004,42,Splash Waterfalls
hip-hop,Ludacris,2004,45,Stand Up
hip-hop,Ludacris,2003,51,Stand Up
hip-hop,Ludacris,2005,53,Pimpin' All Over the World
hip-hop,Ludacris,2002,55,Move Bitch
hip-hop,Ludacris,2010,56,My Chick Bad
hip-hop,Ludacris,2001,77,Southern Hospitality
hip-hop,Ludacris,2002,77,Roll Out (My Business)
hip-hop,Ludacris,2005,77,Get Back
hip-hop,Ludacris,2007,92,Money Maker
hip-hop,Ludacris,2005,99,Number One Spot
hip-hop,Chris Brown,2008,9,With You
hip-hop,Chris Brown,2008,10,Forever
hip-hop,Chris Brown,2006,16,Run It!
hip-hop,Chris Brown,2008,19,Kiss Kiss
hip-hop,Chris Brown,2011,21,Look At Me Now
hip-hop,Chris Brown,2005,42,Run It!
hip-hop,Chris Brown,2006,44,Yo (Excuse Me Miss)
hip-hop,Chris Brown,2012,56,Don't Wake Me Up
hip-hop,Chris Brown,2010,68,Deuces
hip-hop,Chris Brown,2006,69,Gimme That
hip-hop,Chris Brown,2012,84,Turn Up The Music
hip-hop,Chris Brown,2006,86,Say Goodbye
hip-hop,Chris Brown,2011,89,She Ain't You
hip-hop,Chris Brown,2007,93,Kiss Kiss
hip-hop,Nelly,2002,3,Hot in Herre
hip-hop,Nelly,2002,4,Dilemma
hip-hop,Nelly,2006,12,Grillz
hip-hop,Nelly,2001,18,Ride Wit Me
hip-hop,Nelly,2000,29,(Hot S**T) Country Grammar
hip-hop,Nelly,2004,30,My Place
hip-hop,Nelly,2010,35,Just A Dream
hip-hop,Nelly,2003,40,Air Force Ones
hip-hop,Nelly,2005,48,Over and Over
hip-hop,Nelly,2011,52,Just A Dream
hip-hop,Nelly,2001,95,E.I.
hip-hop,Nelly,2004,96,Over and Over
hip-hop,Kanye West,2005,6,Gold Digger
hip-hop,Kanye West,2009,9,Heartless
hip-hop,Kanye West,2007,27,Stronger
hip-hop,Kanye West,2006,34,Gold Digger
hip-hop,Kanye West,2004,43,Jesus Walks
hip-hop,Kanye West,2009,44,Love Lockdown
hip-hop,Kanye West,2004,47,All Falls Down
hip-hop,Kanye West,2011,59,All Of The Lights
hip-hop,Kanye West,2004,61,Through the Wire
hip-hop,Kanye West,2008,74,Love Lockdown
hip-hop,Kanye West,2008,79,Good Life
hip-hop,Kanye West,2008,90,Flashing Lights
hip-hop,R. Kelly,2003,2,Ignition
hip-hop,R. Kelly,1997,6,I Believe I Can Fly
hip-hop,R. Kelly,1994,11,Bump N' Grind
hip-hop,R. Kelly,1996,27,I Can't Sleep Baby (If I)
hip-hop,R. Kelly,1996,35,Down Low (Nobody Has To Know)
hip-hop,R. Kelly,2001,45,Fiesta
hip-hop,R. Kelly,2003,61,Thoia Thoing
hip-hop,R. Kelly,1994,64,Your Body's Callin'
hip-hop,R. Kelly,1996,83,You Remind Me Of Something
hip-hop,R. Kelly,1999,83,When A Woman's Fed Up
hip-hop,R. Kelly,2001,87,I Wish
hip-hop,R. Kelly,2004,94,Happy People
hip-hop,Destiny's Child,2000,6,Say My Name
hip-hop,Destiny's Child,2001,10,Independent Women Part I
hip-hop,Destiny's Child,1998,12,"No, No, No"
hip-hop,Destiny's Child,2000,13,Jumpin Jumpin'
hip-hop,Destiny's Child,1999,21,"Bills, Bills, Bills"
hip-hop,Destiny's Child,2001,23,Survivor
hip-hop,Destiny's Child,2005,26,Soldier
hip-hop,Destiny's Child,2001,42,Bootylicious
hip-hop,Destiny's Child,2004,58,Lose My Breath
hip-hop,Destiny's Child,2005,66,Cater 2 U
hip-hop,Destiny's Child,2005,86,Lose My Breath
hip-hop,Destiny's Child,2000,97,Independent Women Part I
hip-hop,Justin Timberlake,2006,9,Sexyback
hip-hop,Justin Timberlake,2013,20,Suit and Tie
hip-hop,Justin Timberlake,2007,22,What Goes Around...Comes Around
hip-hop,Justin Timberlake,2007,26,My Love
hip-hop,Justin Timberlake,2003,30,Cry Me A River
hip-hop,Justin Timberlake,2003,32,Rock Your Body
hip-hop,Justin Timberlake,2007,39,Summer Love
hip-hop,Justin Timberlake,2006,61,My Love
hip-hop,Justin Timberlake,2007,63,Sexyback
hip-hop,Justin Timberlake,2007,96,Lovestoned
hip-hop,Justin Timberlake,2002,99,Like I Love You
ballad,Elton John,1997,1,Candle In The Wind 1997
ballad,Elton John,1998,8,Candle In The Wind 1997
ballad,Elton John,1980,16,Little Jeannie
ballad,Elton John,1994,18,Can You Feel The Love Tonight
ballad,Elton John,1984,33,I Guess That's Why They Call It The Blues
ballad,Elton John,1972,40,Rocket Man
ballad,Elton John,1973,48,Daniel
ballad,Elton John,1984,54,Sad Songs (Say So Much)
ballad,Elton John,1995,59,Believe
ballad,Elton John,1988,71,Candle In The Wind
ballad,Elton John,1974,73,Goodbye Yellow Brick Road
ballad,Elton John,1982,76,Empty Garden
ballad,Elton John,1974,78,Don't Let The Sun Go Down On Me
ballad,Elton John,1986,87,Nikita
ballad,Elton John,1975,91,Someone Saved My Life Tonight
ballad,Elton John,1977,95,Sorry Seems To Be The Hardest Word
ballad,Mariah Carey,2005,1,We Belong Together
ballad,Mariah Carey,1994,5,Hero
ballad,Mariah Carey,1996,5,Always Be My Baby
ballad,Mariah Carey,1990,6,Vision Of Love
ballad,Mariah Carey,1992,16,I'll Be There
ballad,Mariah Carey,1998,17,My All
ballad,Mariah Carey,1991,26,I Don't Wanna Cry
ballad,Mariah Carey,1999,36,I Still Believe
ballad,Mariah Carey,1994,47,Anytime You Need A Friend
ballad,Mariah Carey,2006,50,Don't Forget About Us
ballad,Mariah Carey,1991,69,Love Takes Time
ballad,Mariah Carey,1990,76,Love Takes Time
ballad,Madonna,1995,8,Take A Bow
ballad,Madonna,1985,9,Crazy For You
ballad,Madonna,1994,13,I'll Remember
ballad,Madonna,1992,21,This Used To Be My Playground
ballad,Madonna,1998,32,Frozen
ballad,Madonna,1986,35,Live To Tell
ballad,Madonna,1996,51,You'll See
ballad,Madonna,1993,67,Rain
ballad,Madonna,1986,76,True Blue
ballad,Madonna,1997,87,Don't Cry For Me Argentina
ballad,Madonna,1997,99,You Must Love Me
ballad,Bryan Adams,1991,1,(Everything I Do) I Do It For You
ballad,Bryan Adams,1995,16,Have You Ever Really Loved A Woman?
ballad,Bryan Adams,1985,24,Heaven
ballad,Bryan Adams,1994,27,Please Forgive Me
ballad,Bryan Adams,1991,59,Can't Stop This Thing We Started
ballad,Bryan Adams,1985,66,Run To You
ballad,Bryan Adams,1992,70,Do I Have To Say The Words?
ballad,Bryan Adams,1983,71,Straight From The Heart
ballad,Bryan Adams,1985,74,Summer Of '69
ballad,Bryan Adams,1992,74,Thought I'd Died And Gone To Heaven
ballad,Bryan Adams,1987,84,Heat Of The Night
ballad,Michael Bolton,1990,12,How Am I Supposed To Live Without You
ballad,Michael Bolton,1994,32,Said I Loved You...But I Lied
ballad,Michael Bolton,1991,49,Love Is A Wonderful Thing
ballad,Michael Bolton,1990,52,How Can We Be Lovers
ballad,Michael Bolton,1992,54,When A Man Loves A Woman
ballad,Michael Bolton,1991,62,Time. Love And Tenderness
ballad,Michael Bolton,1992,77,Missing You Now
ballad,Michael Bolton,1993,83,To Love Somebody
ballad,Michael Bolton,1990,88,When I'm Back On My Feet Again
ballad,Michael Bolton,1997,89,Go The Distance
ballad,Whitney Houston,1993,1,I Will Always Love You
ballad,Whitney Houston,1986,11,Greatest Love Of All
ballad,Whitney Houston,1991,16,All The Man That I Need
ballad,Whitney Houston,1987,22,Didn't We Almost Have It All
ballad,Whitney Houston,1985,23,Saving All My Love For You
ballad,Whitney Houston,1993,30,I Have Nothing
ballad,Whitney Houston,1988,33,Where Do Broken Hearts Go
ballad,Whitney Houston,1997,33,I Believe In You And Me
ballad,Whitney Houston,1985,47,You Give Good Love
ballad,Whitney Houston,1988,89,One Moment In Time
ballad,Chicago,1989,1,Look Away
ballad,Chicago,1982,10,Hard To Say I'm Sorry
ballad,Chicago,1985,37,You're The Inspiration
ballad,Chicago,1984,45,Hard Habit To Break
ballad,Chicago,1976,48,If You Leave Me Now
ballad,Chicago,1988,48,I Don't Wanna Live Without Your Love
ballad,Chicago,1987,50,Will You Still Love Me?
ballad,Chicago,1990,71,What Kind Of Man Would I Be?
ballad,Chicago,1974,72,(I've Been) Searchin' So Long
ballad,Celine Dion,1996,3,Because You Loved Me
ballad,Celine Dion,1994,4,The Power Of Love
ballad,Celine Dion,1996,18,It's All Coming Back To Me Now
ballad,Celine Dion,1992,28,If You Asked Me To
ballad,Celine Dion,2000,28,That's The Way It Is
ballad,Celine Dion,1991,37,Where Does My Heart Beat Now
ballad,Celine Dion,1997,49,All By Myself
ballad,Celine Dion,1997,50,It's All Coming Back To Me Now
ballad,Celine Dion,2002,91,A New Day has Come
ballad,Richard Marx,1989,11,Right Here Waiting
ballad,Richard Marx,1988,24,Hold On To The Nights
ballad,Richard Marx,1994,25,Now And Forever
ballad,Richard Marx,1988,31,Endless Summer Nights
ballad,Richard Marx,1988,47,Should've Known Better
ballad,Richard Marx,1987,54,Don't Mean Nothing
ballad,Richard Marx,1989,54,Satisfied
ballad,Richard Marx,1992,56,Hazard
ballad,Richard Marx,1992,81,Take This Heart
ballad,Aerosmith,1998,23,I Don't Want To Miss A Thing
ballad,Aerosmith,1988,34,Angel
ballad,Aerosmith,1976,51,Dream On
ballad,Aerosmith,1993,60,Cryin'
ballad,Aerosmith,1990,61,Janie's Got A Gun
ballad,Aerosmith,1994,68,Crazy
ballad,Aerosmith,1994,72,Amazing
ballad,Aerosmith,1990,91,What It Takes
reggae,Sean Paul,2006,2,Temperature
reggae,Sean Paul,2003,3,Get Busy
reggae,Sean Paul,2006,37,(When You Gonna) Give It Up To Me
reggae,Sean Paul,2004,60,I'm Still in Love with You
reggae,Sean Paul,2003,66,Like Glue
reggae,Sean Paul,2002,74,Gimme the Light
reggae,Sean Paul,2006,81,We be Burnin'
reggae,Sean Paul,2005,88,We Be Burnin'
reggae,Lil Wayne,2013,39,Love Me
reggae,Lil Wayne,2008,40,Got Money
reggae,Lil Wayne,2011,41,6 Foot 7 Foot
reggae,Lil Wayne,2008,43,A Milli
reggae,Lil Wayne,2010,90,Right Above It
reggae,Lil Wayne,2008,91,Mrs. Officer
reggae,Lil Wayne,2011,95,She Will
reggae,No Doubt,2002,32,Hey Baby
reggae,No Doubt,2004,38,It's My Life
reggae,No Doubt,2002,59,Hello Good
reggae,No Doubt,2003,59,Underneath It All
reggae,No Doubt,1996,68,Just A Girl
reggae,No Doubt,2002,71,Underneath it All
reggae,Drifters,1964,20,Under The Boardwalk
reggae,Drifters,1960,26,Save The Last Dance For Me
reggae,Drifters,1963,75,Up On The Roof
reggae,Drifters,1961,100,Please Stay
reggae,UB40,1993,3,Can't Help Falling In Love
reggae,UB40,1988,39,Red Red Wine
reggae,UB40,1991,71,The Way You Do The Things You Do
reggae,UB40,1991,72,Here I Am (Come And Take Me)
reggae,Shaggy,2001,12,It Wasn't Me
reggae,Shaggy,2001,17,Angel
reggae,Shaggy,1995,18,Boombastic / In The Summertime
reggae,Johnny Nash,1968,37,Hold Me Tight
reggae,Johnny Nash,1972,47,I Can See Clearly Now
reggae,Johnny Nash,1973,91,Stir It Up
reggae,Seekers,1965,23,I'll Never Find Another You
reggae,Seekers,1967,57,Georgy Girl
reggae,Smash Mouth,1999,17,All Star
reggae,Smash Mouth,2000,48,Then The Morning Comes
reggae,Maxi Priest,1990,17,Close To You
reggae,Maxi Priest,1996,90,That Girl
jazz,Beatles,1964,1,I Want To Hold Your Hand
jazz,Beatles,1968,1,Hey Jude
jazz,Beatles,1964,2,She Loves You
jazz,Beatles,1965,7,Help!
jazz,Beatles,1970,9,Let It Be
jazz,Beatles,1964,13,A Hard Day's Night
jazz,Beatles,1964,14,Love Me Do
jazz,Beatles,1964,16,Please Please Me
jazz,Beatles,1966,16,We Can Work It Out
jazz,Beatles,1969,25,Get Back
jazz,Beatles,1966,28,Paperback Writer
jazz,Beatles,1967,30,All You Need Is Love
jazz,Beatles,1965,31,Ticket To Ride
jazz,Beatles,1970,41,The Long And Winding Road / For You Blue
jazz,Beatles,1964,52,Can't Buy Me Love
jazz,Beatles,1964,55,Do You Want To Know A Secret
jazz,Beatles,1965,55,Eight Days A Week
jazz,Beatles,1967,55,Penny Lane
jazz,Beatles,1968,60,Lady Madonna
jazz,Beatles,1976,77,Got To Get You Into My Life
jazz,Beatles,1968,78,Revolution
jazz,Beatles,1969,85,Come Together
jazz,Beatles,1966,90,Nowhere Man
jazz,Beatles,1964,95,I Saw Her Standing There
jazz,Beatles,1966,96,Yellow Submarine
jazz,Chicago,1989,1,Look Away
jazz,Chicago,1982,10,Hard To Say I'm Sorry
jazz,Chicago,1976,48,If You Leave Me Now
jazz,Chicago,1987,50,Will You Still Love Me?
jazz,Chicago,1973,54,Feelin' Stronger Every Day
jazz,Chicago,1971,56,Beginnings / Color My World
jazz,Chicago,1970,59,Make Me Smile
jazz,Chicago,1970,61,25 Or 6 To 4
jazz,Chicago,1990,71,What Kind Of Man Would I Be?
jazz,Chicago,1972,76,Saturday In The Park
jazz,Chicago,1974,98,Call On Me
jazz,Ray Charles,1962,2,I Can't Stop Loving You
jazz,Ray Charles,1961,19,Hit The Road Jack
jazz,Ray Charles,1966,52,Crying Time
jazz,Ray Charles,1962,54,You Don't Know Me
jazz,Ray Charles,1963,55,Busted
jazz,Ray Charles,1961,60,One Mint Julep
jazz,Ray Charles,1960,78,Georgia On My Mind
jazz,Ray Charles,1967,80,Here We Go Again
jazz,Ray Charles,1963,92,Take These Chains From My Heart
jazz,Brenda Lee,1960,18,Sweet Nothin's
jazz,Brenda Lee,1960,43,I Want To Be Wanted
jazz,Brenda Lee,1963,62,Losing You
jazz,Brenda Lee,1966,70,Coming On Strong
jazz,Brenda Lee,1960,71,That's All You Gotta Do
jazz,Brenda Lee,1962,73,Everybody Loves Me But You
jazz,Brenda Lee,1965,79,Too Many Rivers
jazz,Brenda Lee,1961,91,Dum Dum
jazz,Brenda Lee,1961,93,You Can Depend On Me
jazz,Aretha Franklin,1974,11,Until You Come Back To Me (That's What I'm Gonna Do)
jazz,Aretha Franklin,1967,13,Respect
jazz,Aretha Franklin,1971,49,Spanish Harlem
jazz,Aretha Franklin,1971,52,Bridge Over Troubled Water
jazz,Aretha Franklin,1967,59,Baby I Love You
jazz,Aretha Franklin,1968,93,I Say A Little Prayer
jazz,Aretha Franklin,1998,95,A Rose Is Still A Rose
jazz,Aretha Franklin,1970,100,Call Me
jazz,Santana,2000,2,Smooth
jazz,Santana,2000,3,Maria Maria
jazz,Santana,1999,19,Smooth
jazz,Santana,2003,53,Why Don't You And I
jazz,Santana,1970,69,Evil Ways
jazz,Santana,2004,75,Why Don't You and I
jazz,Santana,1981,84,Winning
jazz,Santana,2008,98,Into The Night
jazz,Paul Anka,1960,23,Puppy Love
jazz,Paul Anka,1974,26,(You're) Having My Baby
jazz,Paul Anka,1976,54,Times Of Your Life
jazz,Paul Anka,1960,66,It's Time To Cry
jazz,Paul Anka,1975,72,I Don't Like To Sleep Alone
